"session","session_id","study_id","created","modified","ended","expired","remind_situation","situ_nerv","situ_rela","situ_care","situ_blue","situ_irri","situ_bala","situ_soci","situ_asse","situ_subo","situ_acti","situ_pass","situ_enth","situ_symp","situ_aloo","situ_kind","situ_poli","situ_susp","situ_trus","situ_orga","situ_tidy","situ_lazy","situ_dili","situ_thou","situ_reli","situ_arti","situ_curi","situ_conv","situ_trad","typical_week","suit_nerv","suit_rela","suit_care","suit_blue","suit_irri","suit_bala","suit_soci","suit_asse","suit_subo","suit_acti","suit_pass","suit_enth","suit_symp","suit_aloo","suit_kind","suit_poli","suit_susp","suit_trus","suit_orga","suit_tidy","suit_lazy","suit_dili","suit_thou","suit_reli","suit_arti","suit_curi","suit_conv","suit_trad","traits","selected_items","unclarity","ot_unclarity"
"UlhXu8D_XSfH2S7meYP7Xs4RbF38vAkfbLres4Dr6SK3TFEFbS5I7RzmU8csH0bH","4622","15","2024-07-22 17:50:14","2024-07-22 17:54:57","2024-07-22 17:54:57","","I was sleeping alone with the fan on in my room with the lights off","1","10","5","1","1","6","1","1","1","1","8","1","1","5","1","1","1","6","1","5","10","1","10","1","1","1","5","5","I get up, go to work or school or do chores at home. If I'm at home I'm alone and not talking to anybody. If I'm at work, I have to talk to the people I work with. School, likewise","6","4","3","4","3","6","8","3","4","7","7","6","7","3","10","10","1","7","7","7","4","9","2","7","6","7","5","5","active,tidy,diligent,sympathetic,subordinate,artistic,suspicious,nervous,trustful,passive,relaxed,thoughtless,conventional,lazy,aloof,balanced,enthusiastic,assertive,organized,curious,blue,sociable,carefree,polite,kind,irritable,traditional,reliable","conventional,traditional","13, 27","I don't know what these mean in the context of what I'm talking about. I assumed traditional meant I just followed the rules of my job, school, chores, etc without doing anything eccentric, but than that feels like the same thing as conventional, so I don't know"
"DhO794SNbVP4WPtcGvOgin6SQebrLBMMbGKK7Y4tbcgcs_Asc3lHovu2yxxx3SMY","4672","15","2024-07-22 21:24:06","2024-07-22 21:28:14","2024-07-22 21:28:14","","driving to work","1","10","5","7","1","9","1","1","5","1","5","1","1","9","7","10","1","9","10","7","3","9","5","9","1","1","7","5","go to both my jobs, study for my classes, walk my dog, spend time outside reading, puzzles","1","8","5","3","1","10","3","1","5","4","5","5","5","8","7","10","1","9","10","10","2","8","3","10","6","3","5","1","sympathetic,traditional,balanced,passive,sociable,trustful,tidy,conventional,thoughtless,irritable,aloof,diligent,carefree,relaxed,blue,suspicious,organized,subordinate,active,reliable,artistic,curious,assertive,nervous,polite,enthusiastic,lazy,kind","traditional,passive,conventional,subordinate","2, 4, 8, 18","I'm unsure what they mean in relation to my daily activities"
"Nr1VGgV6iPqbtftJQ20Pn5zLD4WMkeMhPfQpxrEXjyJJ3V1e89g5W_IWm32dDUsk","4780","15","2024-07-23 05:42:06","2024-07-23 05:47:57","2024-07-23 05:47:57","","An hour ago I went downstairs right after my shower to have dinner with my mom and dad in the kitchen. We had steak with mashed potatoes and corn and mushroom sauce. We talked about the deer that was in our backyard for a couple hours today. We then cleaned up; my dad did the dishes, my mom put the extra food away, and I cleaned the table.","4","10","4","5","1","5","9","1","9","5","2","3","7","5","8","9","1","9","8","9","4","7","1","9","1","6","9","9","A typical week in my life involves going to class (which includes a 1.5 hour commute to campus), studying, spending time with my friends (usually going to a cafe or getting food together), spending time on my laptop (social media, Youtube)","7","2","3","6","7","6","8","2","4","5","7","6","5","2","6","6","1","8","2","2","5","9","1","7","9","8","3","2","lazy,relaxed,polite,active,nervous,sociable,sympathetic,irritable,carefree,curious,assertive,aloof,conventional,suspicious,balanced,passive,kind,subordinate,traditional,blue,organized,tidy,thoughtless,enthusiastic,artistic,diligent,reliable,trustful","","",""
"5Q3ZjNV1wtEUGEfFD8iOExsttwnhXt-2Bx7of1OVaZG-NPzES_NBSGttrJuuNIjd","4813","15","2024-07-23 07:58:36","2024-07-23 08:04:47","2024-07-23 08:04:47","","I was by myself at home preparing to write a quiz for my summer courses","7","3","3","3","8","4","3","4","3","6","6","4","4","1","5","3","1","6","4","4","8","4","7","5","2","2","5","2","I usually stay home but leave to pick up food, meet with my friends and family, and go to the gym","5","4","6","7","7","5","4","4","3","6","4","6","5","4","6","6","2","4","5","5","7","3","6","5","3","6","3","5","active,conventional,lazy,organized,trustful,enthusiastic,aloof,nervous,passive,relaxed,sociable,reliable,curious,assertive,thoughtless,suspicious,balanced,sympathetic,polite,carefree,diligent,traditional,kind,blue,tidy,irritable,artistic,subordinate","aloof,traditional","7, 22","I am not sure what the context is for traditional. for the word aloof I am not completely confident that I know the dictionary definition of the word"
"mITgbJVU_hIfuIRRnWgixpA9zfqRsUn4hOpEb6gcj0z7lkRkpXpFBpX7QjvDjy0M","4825","15","2024-07-23 08:09:15","2024-07-23 08:16:45","2024-07-23 08:16:45","","I was finishing my shift at my part time retail job. I was with my manager and 2 other coworkers, clocking out and leaving the store.","2","7","5","1","2","7","7","2","4","7","3","5","3","4","7","9","1","9","10","9","3","9","2","9","3","2","8","5","I typically go to work 4 times a week, go to school 2 times a week, and have 1 day off where I stay home or spend time with friends. I see my professor, classmates, friends, family, coworkers, and customers.","10","10","10","5","10","4","10","6","3","10","8","10","5","5","10","10","5","7","10","8","8","3","4","8","3","5","4","7","balanced,thoughtless,curious,reliable,enthusiastic,kind,organized,carefree,lazy,trustful,tidy,active,passive,nervous,assertive,polite,relaxed,sympathetic,diligent,conventional,aloof,subordinate,traditional,blue,sociable,irritable,suspicious,artistic","trustful,conventional,subordinate,traditional,blue,artistic","10, 20, 22, 23, 24, 28","To me, these seem like states that do not occur often enough for me to be asked about on a typical day. "
"XZYSHg3SEfDXqIoQpTR5QIgmaC2SoVcpUp5eCAAbydWRqaRR6q5ccySF3HrjYds3","4992","15","2024-07-23 21:24:47","2024-07-23 21:26:59","","","Sleeping","1","1","10","1","1","10","1","1","1","1","1","1","1","1","1","10","1","1","10","1","10","10","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4uXAwMQU-RH2StnEz40QZ6FKRo9bkh4NuZffLjern4ipdDJbUEcDkXjcDZnfEy5U","5007","15","2024-07-23 22:18:44","2024-07-23 22:23:39","2024-07-23 22:23:39","","I was at spin class with 30 other people. didn't really know any one. I was just trying to get a workout in","6","3","8","1","2","8","7","9","4","10","2","9","2","5","8","8","5","3","8","6","1","10","9","4","9","9","7","3","i work two jobs either at the carwash or a clothing store. i rotate between my parents houses, and i take 2 online courses. i try to see my friend at least once a week.","7","2","2","4","8","9","10","5","4","8","6","4","9","2","8","9","4","9","9","8","1","9","3","9","5","4","9","8","thoughtless,kind,curious,traditional,suspicious,trustful,reliable,nervous,irritable,sympathetic,carefree,conventional,artistic,relaxed,tidy,diligent,sociable,balanced,assertive,polite,aloof,blue,active,enthusiastic,organized,subordinate,passive,lazy","aloof,blue,subordinate","21, 22, 26","i wasn't really sure how to apply these adjectives into my daily events. "
"7YDu8KFBrH5pjawdDXnMUZenSTyIefgfLYjZrFJ5CzcCFINTCrdAaQ9C0Vm49QPx","5045","15","2024-07-24 00:52:12","2024-07-24 00:56:15","2024-07-24 00:56:15","","sleeping","5","10","9","5","9","5","5","4","5","1","4","2","5","4","5","5","4","5","5","4","10","5","4","6","5","4","5","5","i go to beaches, restaurants, grocery stores. I do household chores, interact with my boyfriend and friends.","2","7","7","5","7","7","7","5","5","6","5","7","8","5","9","7","5","9","5","7","7","5","1","8","5","5","5","5","aloof,balanced,irritable,assertive,traditional,carefree,lazy,reliable,artistic,organized,trustful,blue,passive,diligent,subordinate,curious,nervous,kind,enthusiastic,tidy,thoughtless,sociable,suspicious,sympathetic,polite,active,conventional,relaxed","blue,subordinate,conventional","12, 15, 27","i checked the meaning online and selected the option"
"3Ue_OkPbcdVZMHJrElRnHZQx6edXdpl-s_7DyRVXNVAhBb6EuDVwG3wgbOVb94Gw","5069","15","2024-07-24 02:10:26","2024-07-24 02:13:17","2024-07-24 02:13:18","","I was in my apartment in KWTQ UBC with my roommate. We were making ramen for lunch and listening to music. ","1","5","5","2","6","5","10","5","6","5","5","5","6","7","4","7","8","7","7","8","7","7","7","8","8","5","5","8","I usually go for my classes during the week and meet my friends for an hour or so in the evening to listen to music and chat with each other. ","6","7","6","6","4","7","4","6","7","7","6","6","4","4","5","6","5","5","7","6","5","5","3","5","5","5","6","5","aloof,passive,blue,thoughtless,trustful,sociable,polite,lazy,relaxed,nervous,active,enthusiastic,artistic,conventional,subordinate,diligent,carefree,suspicious,assertive,traditional,reliable,tidy,curious,organized,balanced,irritable,kind,sympathetic","","",""
"ViT7UT-ObxY0QmA-FubY2R5fs04NhBTpx6C7sqb2tnMZvwB1SlhTc16GP4M4lEx3","5078","15","2024-07-24 02:28:59","2024-07-24 02:38:13","2024-07-24 02:38:13","","I was drinking peach iced tea at the cafe with my friend.","3","10","8","3","3","8","9","8","8","9","3","9","9","2","7","8","3","8","8","7","2","8","5","8","2","9","8","3","I often spend 5 days for studying and 2 days for part-time working at the supermarket. I interact with a lot of people when I work. Other than working, I spend most of time with myself at home.","7","8","8","4","6","6","4","6","5","4","5","4","8","3","8","8","3","9","8","8","8","6","7","8","2","7","8","7","balanced,irritable,aloof,sociable,curious,subordinate,conventional,relaxed,kind,organized,lazy,passive,carefree,tidy,nervous,blue,diligent,reliable,polite,assertive,thoughtless,artistic,traditional,trustful,active,enthusiastic,suspicious,sympathetic","curious,relaxed,kind,organized,lazy,nervous,reliable,polite,thoughtless,traditional,trustful,sympathetic","5, 8, 9, 10, 11, 15, 18, 19, 21, 23, 24, 28","I am very introverted. I made a few friends throughout my life and they often talk about about their concerns, secrets to me. My desk is clear, everything is placed where it should be. "
"yQMqNvMdq0X3nJaqbGXK4ILev5Ol32l6VOGepPlJwKGFvuE3ThflJMH_1mWU2FZ6","5110","15","2024-07-24 04:29:28","2024-07-24 04:32:36","2024-07-24 04:32:36","","I was in class studying, i wanted to go home and i feel burnt out ","7","5","1","5","7","5","5","5","5","1","6","5","5","5","8","5","5","9","5","5","3","5","5","7","1","5","6","5","I go to the gym, interact with my family and friends ","5","4","5","1","4","9","7","6","5","10","4","8","9","1","9","9","4","9","7","5","4","8","1","9","7","5","5","5","thoughtless,suspicious,carefree,polite,kind,reliable,blue,organized,curious,irritable,artistic,trustful,assertive,lazy,subordinate,passive,balanced,enthusiastic,diligent,sympathetic,active,tidy,relaxed,traditional,aloof,nervous,conventional,sociable","polite,kind,reliable,organized,curious,irritable,balanced,enthusiastic,diligent,active,tidy","4, 5, 6, 8, 9, 10, 17, 18, 19, 21, 22","When i have social interaciton i feel that most are very positive, I am ina. posivitive mood usually but when I cam irritated I do find myself putting more effort to be kinder and thoughtful of others "
"X_RSbXBuIlbDlDuALLLggQ-enMVbWA9zR_2WaZoJk7GtN8WAE2_UCFhxs_xg34zj","5142","15","2024-07-24 06:30:25","2024-07-24 06:36:24","2024-07-24 06:36:24","","I was in my house and played some video games with my friends. ","4","8","8","5","6","6","9","6","6","8","4","8","7","6","7","8","1","6","7","6","6","7","8","7","7","6","6","6","I usually just go to school and attend lectures; apart from that, I also work as a part time job worker at a retail store. ","4","3","8","7","6","8","7","5","6","8","8","5","6","5","8","8","4","7","8","7","6","8","6","8","5","5","6","7","subordinate,sympathetic,sociable,irritable,passive,trustful,enthusiastic,artistic,kind,aloof,diligent,suspicious,nervous,balanced,lazy,blue,conventional,organized,tidy,polite,reliable,active,thoughtless,traditional,carefree,curious,relaxed,assertive","subordinate,irritable,enthusiastic,diligent,conventional,reliable","1, 4, 7, 11, 17, 21","Honestly, I do not know why I chose them. It is just I feel it and my daily life is just boring. There is nothing big happens during my typical weeks and everyone just feel the same. "
"l4Zs5Ou8iNfWIcZqQzegj4jGh_95ZMZebvH4TiRORoFjXToDtqXvqEnng2I1Npio","5378","15","2024-07-25 02:02:01","2024-07-25 02:07:48","2024-07-25 02:07:48","","I was playing my video games alone.","5","6","5","4","1","5","1","1","5","4","6","6","7","6","5","5","1","5","6","6","6","8","1","5","1","1","5","1","I attend class on Tuesday and Thursday and go to work at random times throughout the week. While at school, I don't interact with anyone, while at work, I interact only with my co-workers as needed. Every day, I talk to my wife.","6","4","9","6","6","5","1","3","2","4","8","5","7","5","7","7","3","10","10","5","9","6","1","5","5","5","7","5","polite,carefree,sociable,relaxed,reliable,artistic,traditional,trustful,suspicious,lazy,diligent,enthusiastic,sympathetic,curious,organized,nervous,tidy,kind,aloof,assertive,active,irritable,balanced,thoughtless,subordinate,blue,passive,conventional","","",""
"UpXmRBbh5Vb1KO3MXf6Kt2ZYpcN4YmHqct-L89h-V-6M6RD3Axbqo7awAoa_Fmu6","5438","15","2024-07-25 06:36:21","2024-07-25 06:45:25","2024-07-25 06:45:25","","On my laptop, getting work done, alone in my room, writing on sticky note and putting it on bulletin board","3","8","8","5","2","5","1","3","6","1","3","6","5","8","8","4","3","8","4","3","7","7","7","8","7","7","6","7","Attend class, complete school and work deadlines, work on laptop, meeting with employer, talk with roommates, call sisters, watch shows, go on YouTube, eat, go on phone, social media","6","7","6","7","6","7","7","2","6","2","3","6","8","4","8","8","2","8","5","4","9","7","4","8","8","7","7","3","organized,assertive,nervous,diligent,subordinate,trustful,carefree,enthusiastic,tidy,blue,kind,sociable,passive,aloof,balanced,polite,sympathetic,conventional,irritable,reliable,active,suspicious,traditional,lazy,artistic,relaxed,curious,thoughtless","subordinate,conventional","5, 18","Not often words used for character descriptions "
"LR_jWKHvpfGLqE65InF8widL-SEDgxya1kAU_lzpErRoZnqVqiYB6zOKosy9YtCV","5606","15","2024-07-25 19:39:00","2024-07-25 19:43:30","2024-07-25 19:43:30","","I was anxious in a busy talking to my boyfriend ","7","3","7","7","10","7","5","3","6","7","3","5","6","9","7","7","4","7","6","2","5","7","10","8","7","3","7","6","I go to work, I travel to UBC and stdy","7","8","4","5","6","5","7","5","5","5","6","8","5","6","6","6","6","5","5","6","7","7","5","7","5","5","4","5","diligent,tidy,suspicious,carefree,nervous,traditional,irritable,balanced,sociable,kind,conventional,relaxed,assertive,aloof,sympathetic,passive,thoughtless,enthusiastic,subordinate,blue,organized,reliable,artistic,trustful,curious,lazy,active,polite","diligent,suspicious,assertive,passive,subordinate,artistic","1, 3, 13, 16, 19, 23","Since I don’t feel or haven’t felt any of these emotions through my week; and if so, very rarely"
"eRjH5bbYC-PBPCfrncxJzoTcyuMt_wkoycFTuGfx0iqOCqSiUxvZZA7dVMt170s_","5612","15","2024-07-25 19:46:35","2024-07-25 19:48:20","","","I was in my room alone an hour ago. I prepared myself coffee and breakfast.","","","10","","","7","","","4","7","","7","","","7","","","7","","","10","","","3","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IaM1QDmOXRuQPdsv4YH5Bl_-_MYdBSAsV5q_mixWHbN-dRbvK2UyaCnLx6tuR4Tb","5666","15","2024-07-25 23:50:13","2024-07-25 23:54:50","2024-07-25 23:54:50","","i was on the phone driving to school, talking to my bf was bored trying to stay awake","6","2","5","8","8","5","8","3","5","1","1","3","2","5","9","4","1","9","5","5","10","4","1","9","1","1","9","5","i usually go to work, the gym, hang out with friends and family in between, go for walks etc","5","4","2","4","8","4","6","5","5","5","5","4","6","4","8","7","1","4","3","4","8","7","4","8","7","8","4","5","lazy,curious,conventional,sociable,assertive,trustful,enthusiastic,blue,irritable,traditional,aloof,subordinate,thoughtless,balanced,active,suspicious,reliable,carefree,diligent,artistic,polite,passive,kind,relaxed,tidy,organized,nervous,sympathetic","blue,aloof,diligent","8, 11, 19","not a hundred percent sure of the definition"
"rsrtVKXIjBWi4XPKMzJ1ULyHfIoLu469Ep3W57ktJNbqkKqrzS-jp5utD9Iz9PRT","5685","15","2024-07-26 00:53:40","2024-07-26 01:04:12","2024-07-26 01:04:12","","I was talking to a friend from a club at UBC. He was also a staff from the club. I just ran into him at the library. Originally, I was going to do homework/work there. ","3","8","6","1","2","7","8","7","3","7","2","8","9","2","10","9","3","9","8","9","2","5","1","9","5","6","7","7","I usually have work full time at the BCCH but most often I work from home. I have meetings with surgeons, research staffs and other students very often. After work most days I hangout with friends lately it's been on the beach most of the time. Friends I met through class, clubs... I also play soccer with friends on Thursdays and Fridays. My family is not in town right now, so I also video chat with them most evenings. On the weekends, I volunteer at VGH at the hemodialysis clinic and there I interact with many patients and nurses, also other volunteers I work with. On Saturday I try to do some course work for the Psyc course I'm taking. On Sundays I got to church in the morning sometime the evenings as well. I hangout with friends on weekends too, sometimes we go hiking or other activities, sometimes we just go for lunch/dinner together. ","3","3","4","2","4","5","8","5","3","7","4","8","10","2","10","10","2","9","4","6","4","6","1","8","8","10","5","4","blue,sympathetic,active,balanced,subordinate,conventional,suspicious,artistic,irritable,enthusiastic,sociable,aloof,polite,kind,curious,carefree,lazy,relaxed,thoughtless,trustful,nervous,reliable,tidy,assertive,traditional,diligent,passive,organized","","",""
"5peoP29leCRhAgOxvw88F8uO1kwsH6eJrBUXUjSssXsgWhje2_RyIiaxm7IcQhhe","5688","15","2024-07-26 00:54:51","2024-07-26 01:13:35","2024-07-26 01:13:35","","It was about 2:55 pm, I was eating a nectarine in my apartment about to leave to come to UBC. Only my dad was at home on his computer and my mom was working. I was in my room","9","3","7","7","8","2","2","9","8","3","3","2","4","4","4","2","5","8","3","7","7","7","8","4","3","2","8","8","Now during summer I wake up at around 8:30. I walk for about 40 minutes in the morning. I take a shower and dress up. Most days I do yoga. Some afternoons I paint in my room, and on others I go out with my best friend who lives close to me. Some other days I study in a cafe in Grandville, especially if I have a lot of work to do. I do therapy on Thursdays.  I come to university twice a week from 6 - 9 pm. Sometimes I have dinner with my partner after my class. On the weekends I clean my room, and either go out with my best friend, some other friend, or my partner. When I'm alone I paint.","9","4","3","9","6","7","3","8","7","6","6","7","5","3","9","9","7","9","4","5","7","8","9","9","7","8","8","4","passive,reliable,subordinate,irritable,blue,conventional,polite,artistic,relaxed,balanced,thoughtless,curious,kind,traditional,aloof,tidy,trustful,enthusiastic,assertive,sociable,carefree,nervous,sympathetic,lazy,suspicious,organized,active,diligent","thoughtless,aloof,carefree","11, 15, 21","I'm not sure if by thoughtless you mean inconsiderate of others or maybe just daydreaming
I'm also not sure if carefree is in a good sense (anxiety-free) or bad (not care about anything)"
"EuA_K8EDG3UgD1SqsDXcQEgridGFzBj-gbojiVqjMWoU_k8fFKUGb_TvBv-M5GWX","5822","15","2024-07-26 10:23:22","2024-07-26 10:30:03","2024-07-26 10:30:03","","I was sitting at my apartment, alone, waiting for my pizza to arrive. I was very hungry","2","8","2","2","3","5","7","6","2","5","1","6","5","2","5","9","2","2","4","4","5","8","2","7","5","7","3","3","I usually go to school twice a week to attend lectures. I usually study at home and go to the gym for 2 to 3 hours six days a week with my friends. ","2","7","3","2","2","5","6","4","2","8","2","5","4","2","5","9","2","2","4","4","3","7","2","8","5","5","2","2","trustful,sociable,blue,suspicious,traditional,diligent,sympathetic,organized,reliable,irritable,aloof,active,balanced,conventional,curious,nervous,polite,subordinate,artistic,passive,lazy,kind,carefree,assertive,enthusiastic,tidy,relaxed,thoughtless","aloof,subordinate","11, 18","They took me some thinking to visualize what they would look like in real life (through my behaviors)."
"GGuqGReW3NaSnalhaOaHy5ycl0dZj_kCNwkfiDada8CjkmWUHK0cuSWGpBTlIjVj","5841","15","2024-07-26 11:15:27","2024-07-26 11:24:55","2024-07-26 11:24:55","","An hour ago, I was in my room doing HSP studies. I was by myself. There is nothing else important to add.","5","5","1","10","7","8","1","1","1","6","6","3","5","5","1","6","5","9","8","5","2","10","1","9","1","8","6","5","In a typical week, I mostly stay home and interact with my family members. Sometimes, I meet up with one of my friends. I also go to the grocery store. ","10","1","1","10","8","2","8","1","2","4","5","8","10","2","10","10","7","8","8","8","1","9","1","8","10","8","4","5","irritable,passive,diligent,relaxed,curious,assertive,artistic,subordinate,thoughtless,lazy,nervous,sociable,active,polite,reliable,suspicious,sympathetic,carefree,balanced,blue,traditional,organized,kind,tidy,trustful,enthusiastic,conventional,aloof","subordinate,sympathetic,balanced,traditional,trustful,conventional","8, 17, 19, 21, 25, 27","Subordinate: I wasn't sure if this was supposed to be the opposite of assertive? It's just not an adjective I often come across, even though I know what it means. So, I wasn't sure if I was supposed to be understanding it differently. For Sympathetic, I thought it meant probably like did I show sympathy to people, but I wasn't 100% sure. For balanced, I know what the word means, but wasn't sure for this survey if it meant emotionally balanced? Or balanced in my behaviour? Or just balanced as an overall vibe? For traditional and conventional, I wasn't sure what traditions or conventions I was supposed to be going from. Like traditional from my point of view? my culture's point of view? I wasn't sure. For trustful, I didn't know if you meant am I being trusting of people or am I trustworthy. Thanks!"
"ox0_Y3zDo8fhE5KDGSOnZG43SxggbDzBiegqc0l7wu0w_vbgFnabPhQE0UG50xaa","5980","15","2024-07-26 19:28:24","2024-07-26 19:34:53","2024-07-26 19:34:53","","I was buying matche lattes at UBC Blue Chip cafe with a friend. We were going to the library to study after. It was 9:30am on a Friday. ","4","9","6","3","3","9","9","8","1","5","2","9","6","2","9","10","4","9","9","9","3","9","2","9","4","5","8","3","In a typical week, I spend the majority of my time at home in my bedroom working a remote job or studying for my classes. I will leave to go to UBC, or to go to a park with my friends to hang out. I interact most with my parents, who I live with, and then my boyfriend who I see almost every day. I also play piano or play with my pet cat. ","8","8","7","6","6","6","9","8","1","1","3","8","9","3","9","9","2","9","3","2","8","4","5","8","9","8","4","3","conventional,sociable,carefree,blue,trustful,tidy,active,suspicious,passive,reliable,kind,nervous,assertive,polite,lazy,curious,balanced,enthusiastic,relaxed,organized,subordinate,artistic,aloof,irritable,thoughtless,sympathetic,diligent,traditional","blue,balanced,traditional","4, 17, 28","They are not as conventional terms as the other adjectives. I assume blue means ""sad"" or ""melancholy"". I think balanced means calm and relaxed. I'm not sure what traditional means. "
"V321uzUDhTshiwraE6Zxytw5aaFc2SFIJ6tOqu3ICS4V8HKLxmU_CI7BHK3ZZqPg","6053","15","2024-07-27 01:02:33","2024-07-27 01:08:59","2024-07-27 01:08:59","","I was checking the requirements of the masters program i wanted to apply to this year. I was alone in my room but texting my friend as this was happening.","9","1","2","8","7","3","3","3","6","5","5","3","5","5","7","8","1","6","5","4","7","4","4","7","3","7","5","5","In a typical week, I go to work on the weekends and interact with my 2 main coworkers and also talk to customers since I am a server. On the weekdays, I am usually home with my family or i go out once or twice with friends.","3","6","7","3","4","5","7","4","7","5","4","4","9","5","8","9","4","8","5","5","7","7","3","8","3","6","5","5","polite,subordinate,kind,enthusiastic,traditional,balanced,suspicious,irritable,trustful,lazy,reliable,aloof,passive,artistic,assertive,blue,thoughtless,relaxed,organized,curious,carefree,conventional,sociable,sympathetic,tidy,active,nervous,diligent","subordinate,traditional,aloof,conventional,diligent","2, 5, 12, 22, 28","I am not sure how that really describes how i would feel."
"O17os8D16k5Hrt2WX1CV9K3QDzueVIbCwkRejj-1MMejsJUUd2LT2NwfdVzBCOs2","6376","15","2024-07-28 01:26:26","2024-07-28 01:29:21","2024-07-28 01:29:22","","i felt tired, i was at work frying korean chicken, i was with my coworkers, it was a busy rush of orders","7","2","1","5","10","3","10","9","3","10","2","6","3","3","7","3","6","6","8","3","2","10","2","6","3","3","7","1","i go to UBC, i go to work, i hangout with friends at restaurants, I play badminton, or go to the gym
","5","4","5","5","7","6","3","5","4","3","7","3","7","4","4","6","4","6","5","8","4","5","4","8","4","4","4","6","active,traditional,balanced,aloof,diligent,artistic,thoughtless,nervous,relaxed,kind,sympathetic,conventional,enthusiastic,reliable,lazy,irritable,subordinate,suspicious,polite,sociable,passive,organized,assertive,trustful,blue,tidy,curious,carefree","","",""
"HySP1fIIuFWf2Z5WyTwm0Om5c19iUTKiC6wBlYAgcemfD5qZwAYUcM6XelMZIzn5","6601","15","2024-07-28 19:15:03","2024-07-28 19:20:05","2024-07-28 19:20:05","","I was opening the cafe, by myself. ","1","1","6","1","8","1","1","1","1","8","7","1","1","1","2","6","3","2","5","7","7","2","2","3","1","1","1","1","I go to work, or stay at home, taking online courses, or watching tv. ","1","6","4","1","2","8","7","9","4","9","2","7","7","1","10","7","2","8","6","9","2","8","2","7","7","8","3","5","polite,sympathetic,organized,diligent,irritable,subordinate,active,traditional,thoughtless,passive,blue,balanced,sociable,curious,kind,artistic,enthusiastic,tidy,trustful,reliable,lazy,aloof,conventional,nervous,assertive,relaxed,carefree,suspicious","subordinate,aloof","6, 22","i had never heard of the term aloof before. With subordinate, it is a term i've heard before, but not enough to remember it's meaning and it's use. "
"WX4c22VwNSHVFjkF92tRqX7hZJVls3RGHVT7j2inYF4KTSrvCnNOqTKqbfvs1V0m","6616","15","2024-07-28 20:02:51","2024-07-28 20:19:48","2024-07-28 20:19:48","","About an hour ago I was right on the line between finishing preparing and starting to eat my breakfast. It was 10:00 am; my breakfast was 2 baked potatoes that I'd baked a couple days ago. It's a bit of an unconventional breakfast, but I've been isolated with mild Covid-19 for 6 days now and my meals have been kind of weird. So I made them by cutting them in half, adding some butter and cheese and salt and pepper, putting them in the microwave for like a minute, mashing it all together, then putting globs of sour cream on it. It was great. I went to my room to eat, where I started listening to a 'history of China' podcast as I ate. I was alone; my roommates get up quite late.","3","7","5","6","6","7","2","7","2","2","8","7","7","7","5","6","1","7","7","7","5","7","7","7","7","6","4","5","A typical week is busy. I work about 20 hours  a week at UBC, and I really enjoy the work; the hours are also very flexible. Monday nights I do improv with some friends at their house near me, preparing for a show; Tuesday and Thursday i have class 6:00-9:00 pm, though I skip it fairly regularly and watch the recording days later; other nights I often see friends or go running. I try and boulder and head to the gym at least a couple of times a week, and I'm often preparing for a running race or ultramarathon. I spend too much time on Youtube or Instagram or otherwise online. I probably call some friend or family member from home at least once a week.","9","10","9","7","9","4","10","7","2","9","9","10","3","9","6","3","9","3","3","5","9","9","5","5","4","7","6","2","organized,balanced,assertive,conventional,nervous,relaxed,polite,tidy,irritable,traditional,kind,diligent,artistic,sympathetic,thoughtless,active,trustful,passive,lazy,blue,sociable,carefree,curious,suspicious,subordinate,enthusiastic,aloof,reliable","balanced,traditional,thoughtless,subordinate","2, 10, 15, 25","Thanks for including this question!
Thoughtless I presume you mean as 'not-thoughtful', meaning either like mean or uncaring, but I can also see it as being just like 'not thinking / head empty,' like you're performing on autopilot; I wasn't sure if the aspect of being mean or affecting others was there.
Balanced, I just wasn't sure how you could apply it to a specific action or thing... it feels more like a broad feeling of your life than a specific feeling at a point in time.
For traditional, it's like... say I'm making myself some dinner of meat and potatoes. Is it untraditional because I, a man, am doing the cooking? Is it traditional because the meal itself is common / traditional? Is it untraditional for me because I don't usually eat that thing? Or is it traditional for me because every night I cook dinner and watch Youtube or whatever?
As with subordinate; I can see how you might feel subordinate at work (or maybe the bedroom), but day to day not so much... maybe it's more a measure of how powerful you feel?"
