"session","session_id","study_id","created","modified","ended","expired","remind_situation","situ_nerv","situ_rela","situ_care","situ_blue","situ_irri","situ_bala","situ_soci","situ_asse","situ_subo","situ_acti","situ_pass","situ_enth","situ_symp","situ_aloo","situ_kind","situ_poli","situ_susp","situ_trus","situ_orga","situ_tidy","situ_lazy","situ_dili","situ_thou","situ_reli","situ_arti","situ_curi","situ_conv","situ_trad","typical_week","suit_nerv","suit_rela","suit_care","suit_blue","suit_irri","suit_bala","suit_soci","suit_asse","suit_subo","suit_acti","suit_pass","suit_enth","suit_symp","suit_aloo","suit_kind","suit_poli","suit_susp","suit_trus","suit_orga","suit_tidy","suit_lazy","suit_dili","suit_thou","suit_reli","suit_arti","suit_curi","suit_conv","suit_trad","traits","selected_items","unclarity","ot_unclarity"
"V-QmP0raLLtcPml0SRCVkfBDqHksDNvlGF6h4EK9HFVnuM13qZBmtWw_ZAkwohBC","870","15","2024-07-06 21:06:54","2024-07-06 21:10:53","2024-07-06 21:10:53","","I was at work. Just arrived and started opening the store, vacuuming and turning on lights. I was not with anyone.","1","9","10","1","1","8","4","1","5","2","1","4","1","1","10","1","1","10","8","10","5","10","6","10","1","1","10","8","In a typical week I attend work at different jobs. I workout daily. I interact with friends, we like to go to the beach and read. I interact with horses and animals. I also attend classes!","8","6","6","4","7","4","8","4","6","9","5","7","6","3","8","10","4","7","8","6","1","8","2","6","3","7","4","6","conventional,blue,relaxed,sympathetic,balanced,carefree,nervous,tidy,trustful,reliable,irritable,lazy,diligent,enthusiastic,organized,polite,suspicious,active,thoughtless,artistic,assertive,traditional,sociable,aloof,subordinate,passive,curious,kind","traditional,subordinate","22, 25","I am unsure how these would apply to myself."
"DuFkMf7_fYZf2RYB0FagLoXIpUT6q7ixCCtvV5FoV9Xn5hxk9QlMFHxXP_W8FuUd","877","15","2024-07-06 21:19:22","2024-07-06 21:32:30","2024-07-06 21:32:30","","I was in my house by my self and keep deciding whether I should go out to study or stay at home to study.","7","3","5","6","6","3","6","2","7","6","5","5","6","6","4","5","8","3","3","3","6","6","1","3","4","7","6","3","On Monday and Wednesday, I am usually working in clinic, interacting with my colleagues and bosses. On Tuesday and Thursday, I usually have school in the morning then having dragon-boating practice in the evening. Friday and weekends are usually more flexible without work and school schedules.","6","7","5","5","3","8","8","4","3","9","3","8","6","3","7","7","6","7","4","7","6","5","5","6","5","6","5","3","irritable,suspicious,blue,enthusiastic,subordinate,conventional,organized,diligent,passive,sympathetic,active,nervous,carefree,sociable,thoughtless,lazy,kind,assertive,polite,curious,balanced,traditional,artistic,relaxed,aloof,tidy,trustful,reliable","conventional,diligent,polite,aloof,tidy,reliable","6, 8, 19, 25, 26, 28","I'm not used to using those terms to describe one's feelings."
"1n-8fuyf_I57ns1V1DxZTnV_9ODza70E5lFpUSp5q6pZ0s7NJvaqrwF0-3xEvRD8","879","15","2024-07-06 21:32:22","2024-07-06 21:39:01","2024-07-06 21:39:01","","An hour ago, I took a shower for about 45 minutes. After the shower, I had lunch myself I made avocado toast with eggs. ","1","10","1","1","1","1","1","1","1","6","1","5","1","1","5","1","1","1","1","8","1","1","1","1","1","1","6","1","In a typical week, I go to class for UBC where I'll meet up with my friends and stay to study for awhile. Then I usually work part-time for around 3 days a week. My free time I'll read or study.  ","4","3","4","5","4","6","7","5","3","6","3","6","7","5","6","7","1","7","6","7","4","6","4","6","3","6","5","3","active,suspicious,assertive,irritable,carefree,sociable,thoughtless,passive,sympathetic,polite,lazy,nervous,enthusiastic,curious,tidy,subordinate,balanced,trustful,kind,relaxed,traditional,conventional,diligent,artistic,blue,reliable,organized,aloof","subordinate,traditional,conventional,blue","16, 21, 22, 25","These words have different meanings to them depending on the person. E.g. subordinate could mean a lower class, or feeling inferior."
"d0nxrcouNeOAgEt-jcZf5bA--zcD_MeZN3fpkNl2b5WFfpQLKUtugefnQokYsGyO","888","15","2024-07-06 22:16:31","2024-07-06 22:20:51","2024-07-06 22:20:51","","I was sitting on the sofa to watch dramas","2","10","1","5","2","6","2","2","1","1","4","7","4","2","5","3","5","1","2","2","10","4","2","1","1","7","1","5","I go to school on Tuesday and Thursday, having part time jobs on Monday and Friday.","10","2","7","10","7","7","9","5","3","5","7","7","2","4","7","8","5","8","8","9","7","3","5","7","2","3","7","5","artistic,tidy,sympathetic,diligent,trustful,sociable,lazy,aloof,assertive,passive,active,thoughtless,balanced,relaxed,conventional,suspicious,subordinate,polite,organized,traditional,blue,kind,nervous,enthusiastic,curious,carefree,reliable,irritable","artistic,diligent,aloof,assertive,subordinate,carefree,reliable,irritable","1, 4, 8, 9, 17, 26, 27, 28","It’s hard to decide "
"bnuS_55U7o08knOsaXUbt_WkeCAgMS9AQTdMEmEF0AhAD7Lb4lezoeZK9oeLPU5Y","894","15","2024-07-06 23:24:12","2024-07-06 23:30:44","2024-07-06 23:30:44","","I was with my boyfriend and we went to a newly opened cafe that is near Fraser st. We ordered two matcha latte and studied there ","1","9","10","1","1","10","9","1","2","10","1","10","5","1","9","9","1","9","9","8","6","9","1","10","9","9","9","1","I usually go to campus and study at campus for few hours with my friends or boyfriend and go home and cook","1","8","9","1","1","9","8","5","1","8","7","7","8","8","9","9","1","10","9","7","9","9","10","10","2","3","9","9","thoughtless,traditional,trustful,conventional,carefree,aloof,relaxed,reliable,subordinate,active,organized,blue,assertive,passive,diligent,curious,sociable,sympathetic,irritable,balanced,lazy,enthusiastic,nervous,kind,polite,tidy,artistic,suspicious","","",""
"I9EkNlWJkq886oXTNRAzVRqKpglcn0p_W1KHQnF_rC-cnEKY9j7-91CU652PrgTb","900","15","2024-07-07 00:40:37","2024-07-07 00:49:45","2024-07-07 00:49:45","","I am at my home by myself try to figuring out the App that prof told us to download ","3","4","1","1","1","5","1","1","1","5","1","1","1","1","1","5","1","1","3","3","2","1","1","5","1","3","1","1","I will go to school on Tuesday and Thursday. The rest of the day will stay at home. Will go to the supermarket or costco on the weekend. Sometime go shopping, hang out with friends on Sat and eat dinner together.","5","3","1","3","1","6","5","1","5","5","2","4","3","3","6","6","4","6","7","5","4","6","2","6","3","4","4","3","assertive,irritable,blue,aloof,artistic,organized,kind,balanced,relaxed,nervous,passive,conventional,diligent,trustful,suspicious,active,carefree,reliable,polite,thoughtless,traditional,sociable,subordinate,lazy,tidy,sympathetic,enthusiastic,curious","conventional","12","I think conventional is that the normal rules that people do or people are not that open to new rules. I choose based on what I think ."
"0xOuMapDeSyPBlZFCF0iWHOJ7Dwi1FlJbQcBpF-ahSqGkpzxvSkFUF4scQWPM2dH","906","15","2024-07-07 05:01:23","2024-07-07 05:06:05","2024-07-07 05:06:05","","a hour ago, I was doing exam at my desk by myself.","9","4","8","4","4","7","5","6","8","5","7","7","10","6","8","8","6","7","9","7","3","6","5","8","7","8","6","4","I would go to a mall, with my friends, i would interact with my friends, also with salesperson.","3","10","10","5","7","9","8","9","6","9","5","10","8","8","7","10","8","10","9","7","4","8","7","10","8","9","9","5","kind,lazy,trustful,artistic,relaxed,organized,irritable,conventional,active,carefree,sympathetic,passive,sociable,suspicious,traditional,balanced,assertive,nervous,polite,aloof,curious,reliable,enthusiastic,tidy,blue,diligent,thoughtless,subordinate","irritable,aloof","7, 20","I have a bit knowledge in my mind, but i am not 100% sure"
"d7j2-PYcXj_HtagsdUq-2ARLHykRjaT_JjY_vr8hfIuEFf8IXOm9_gr4oRGuU_PG","917","15","2024-07-07 12:36:53","2024-07-07 12:46:06","2024-07-07 12:46:06","","I was lying down on the couch and scrolling through my phone while my mom was sitting near me and studying for her Korean class. I sat with my leg elevated because I recently injured it. ","1","6","4","6","3","1","3","1","3","1","7","1","1","3","3","3","1","1","1","2","10","1","1","1","1","1","3","1","In a typical week at home, I usually go out a few times a week to either see my friends or go to the mall/do activities with my family. I also exercise a few times a week, either by: doing dance exercises, floor workouts, or playing tennis. During my free time I'll either watch TV, laze around while scrolling through my phone, sing/play music, or play games with my little sister. When at home I mainly interact with my parents and little sister, and see my friends occasionally. ","5","8","4","7","6","4","5","5","4","4","5","5","5","3","6","6","3","6","3","3","8","3","6","4","5","4","5","2","polite,lazy,sympathetic,subordinate,aloof,blue,curious,nervous,kind,traditional,diligent,balanced,reliable,assertive,artistic,tidy,thoughtless,passive,active,suspicious,trustful,sociable,organized,relaxed,conventional,carefree,irritable,enthusiastic","aloof,conventional","5, 25","I wasn't sure what both of these words mean in the context of these questions. I understood aloof to mean something similar to 'carefree' and conventional to mean something similar to 'doing things that others do.' I wasn't 100% of the meaning though. "
"FIBdlFMCBTbAheGSaa1_IAFYHfx-hlnEUnh-mq-bm8ipVvAhk5Czthpj-JVOeJS9","923","15","2024-07-07 14:27:27","2024-07-07 14:32:59","2024-07-07 14:32:59","","I was at home eating dinner with my mom and her friends","8","2","4","3","4","5","6","3","4","2","2","1","5","3","8","9","3","7","7","7","8","4","4","5","3","4","5","6","I always take my dog to the dog park, walk with them. also make food for them at home","3","10","8","3","4","8","7","5","9","10","9","9","6","5","9","8","6","9","9","6","8","7","9","8","2","7","7","5","polite,sympathetic,blue,tidy,assertive,trustful,passive,relaxed,sociable,subordinate,reliable,aloof,enthusiastic,carefree,irritable,artistic,active,thoughtless,suspicious,kind,balanced,traditional,diligent,nervous,lazy,organized,curious,conventional","polite,blue,kind,nervous,lazy","1, 3, 20, 24, 25","i understand the words meaning but in some situation, the meaning could be different"
"tnmDHrN-soHewU8mi_n2wEP39X70VYt7Wclk17JVX4ydy2293E57XD5T-St3Nfo-","929","15","2024-07-07 18:41:48","2024-07-07 18:46:17","2024-07-07 18:46:17","","I am at home, having breakfast with my roommate. Nothing important happened during that situation. ","1","10","5","1","1","5","7","1","5","3","1","2","1","1","7","6","1","7","6","9","8","1","1","4","1","1","2","6","I went on a trip to Japan with my family. It was fun and relaxing ","1","10","10","1","1","9","10","1","2","10","1","10","1","1","9","8","1","10","7","1","1","1","8","9","1","1","1","1","passive,curious,active,balanced,subordinate,traditional,kind,reliable,trustful,sociable,blue,diligent,irritable,artistic,enthusiastic,nervous,assertive,relaxed,carefree,polite,suspicious,sympathetic,conventional,tidy,lazy,organized,thoughtless,aloof","subordinate,blue,conventional,aloof","5, 11, 23, 28","I am not a fluent English speaker, there are words I don't really understand "
"eiLatFIDw5iBKzrULPu02KBT5wbSCuEA0tq3TJ8hhclUBxxbxJZCevlt8cIV-9Ja","935","15","2024-07-07 19:39:49","2024-07-07 19:48:23","2024-07-07 19:48:24","","An hour ago, i was in my room, studying for my Ling quiz. I was with no one, but called my gf","1","9","6","1","1","5","8","1","1","6","8","5","8","1","8","3","1","7","6","1","4","8","3","7","1","6","3","1","My typical week looks like Monday I have a D&D session in the morning, then study for classes, which are Tuesday/Thursday, where I am at UBC from 10 am-5 pm. I rarely meet anyone, but I usually i have a weekly date with GF either monday or wednesday. I commute to school from my home and vise versa","2","4","7","1","2","6","10","8","3","8","2","9","8","2","8","9","1","7","8","6","6","7","2","8","10","7","8","1","passive,aloof,relaxed,sympathetic,balanced,kind,enthusiastic,carefree,thoughtless,suspicious,trustful,sociable,tidy,polite,nervous,assertive,reliable,curious,artistic,organized,traditional,conventional,diligent,lazy,irritable,blue,active,subordinate","","",""
"O8FqyLW1st_P2zCiokRz5Bfog2EBuA4-EqbwQGSgueyrzlcNpygjugMooo2mjoul","941","15","2024-07-07 20:40:24","2024-07-07 20:45:20","2024-07-07 20:45:20","","I was teaching acting classes with my students. I was in my home office. I was alone in the office. The class is via zoom.","1","10","4","1","1","10","10","1","4","6","1","10","10","1","10","10","1","10","10","10","1","10","1","10","10","4","10","10","I go to work and interact with clients. I interact with my boyfriend as i live with him. I go out for dinner once a week.. I sit on my balcony","10","10","10","10","10","10","10","3","6","10","3","10","10","10","10","10","1","10","10","10","10","10","10","10","10","6","10","6","tidy,artistic,kind,curious,assertive,reliable,suspicious,trustful,sympathetic,passive,traditional,sociable,polite,diligent,subordinate,enthusiastic,thoughtless,irritable,aloof,lazy,active,conventional,carefree,nervous,balanced,organized,relaxed,blue","subordinate","15","I am just unsure of what it means."
"G3SOdGOTKU_7FvFG9HpOV_lezCri9vSDYeg4LpfsmHkqjpJNDJxFCfM84uGn6p-i","949","15","2024-07-08 00:46:26","2024-07-08 01:02:30","2024-07-08 01:02:30","","An hour ago, I was in my room, reading a research paper. I was by myself, deeply focused on understanding the material. The room was quiet, providing a conducive environment for concentration.","7","10","8","8","1","8","8","7","2","8","5","7","4","8","8","8","4","8","10","10","2","9","1","10","3","8","7","6","In a typical week, I work at BC Cancer as a research assistant in bioinformatics. My job involves conducting large-scale genomic analyses. I mainly interact with lab members and postdocs during the workday. I have lunch with friends, which is a nice break from work. On weekends, I usually spend time with friends and family members.






","4","7","7","1","3","10","4","9","8","7","2","10","4","7","9","9","1","9","10","8","1","10","1","10","4","10","7","7","sociable,subordinate,lazy,artistic,polite,organized,sympathetic,trustful,curious,reliable,balanced,active,nervous,relaxed,enthusiastic,aloof,blue,conventional,assertive,kind,irritable,passive,carefree,suspicious,tidy,thoughtless,traditional,diligent","aloof,blue,conventional,passive,suspicious,traditional","16, 17, 18, 22, 24, 27"," they don't fit into my daily routine, especially at work. My work environment at BC Cancer involves active collaboration with lab members and postdocs, which is quite engaging and dynamic. Terms like ""aloof"" and ""passive"" don't reflect the proactive nature of my job. Similarly, ""blue"" and ""suspicious"" don't align with the generally positive and trusting atmosphere I experience. ""Conventional"" and ""traditional"" also seem out of place given the innovative and cutting-edge research we conduct in bioinformatics.






"
"Hp7ktoGHNfaMdAjcvMH2h5Vn4bHfgvnP5mJh6rEEKiDVj_gyl7-cPidFwK_Syw5r","955","15","2024-07-08 01:20:18","2024-07-08 01:31:29","2024-07-08 01:31:29","","I was at home taking a nap an hour ago.","1","7","2","3","5","5","2","1","2","2","4","2","5","3","6","5","2","2","6","6","6","3","2","2","2","2","2","3","I usually go to school two or three times on weekdays to go to class, and the rest of the time I like to study and watch movies at home, and sometimes go out to dinner and chat with friends.","4","3","4","2","5","5","5","2","3","5","4","4","6","2","8","6","4","6","8","4","3","7","1","6","2","2","5","5","passive,lazy,diligent,sociable,trustful,curious,organized,relaxed,reliable,artistic,tidy,irritable,kind,polite,thoughtless,conventional,assertive,sympathetic,nervous,traditional,subordinate,carefree,suspicious,balanced,active,enthusiastic,aloof,blue","kind,subordinate,aloof,blue","13, 21, 27, 28","These words are vague about how I feel in the situation I just described."
"PZy2b2mQhAnBnNsAbqwg4kSQ_f0CQpaCd5BIQK5XknwMSVchEj0GE8WSmmJQMAdB","971","15","2024-07-08 19:17:02","2024-07-08 19:24:00","2024-07-08 19:24:00","","I was at home on zoom for a work meeting. I work as a behaviour interventionist and met with the behaviour consultant for one of my learners and we were going through that learners programs.","2","8","5","1","1","9","6","4","2","5","2","7","6","1","9","9","1","9","8","9","1","9","1","9","5","6","3","4","I go to work, school, the gym, for walks and see friends and family. ","6","5","4","3","3","9","7","4","4","9","4","8","8","2","7","9","3","9","8","8","3","8","2","9","4","6","4","3","trustful,blue,organized,artistic,carefree,suspicious,relaxed,sympathetic,balanced,passive,reliable,lazy,active,enthusiastic,nervous,kind,diligent,aloof,tidy,sociable,polite,subordinate,traditional,curious,thoughtless,irritable,conventional,assertive","conventional","27","I think that conventional is kind of ordinary and hard to see if I am conventional "
"ducQ97oPiCcLJ4hGQuVDHeSKVtcekDYnJDp7rQS8e15FUk8mflIGRInNqS_jk66H","974","15","2024-07-08 19:18:31","2024-07-08 19:30:01","2024-07-08 19:30:01","","Sleeping in my bed","1","10","7","7","1","4","1","1","1","1","2","1","1","6","2","1","1","1","1","1","8","1","10","1","1","1","1","1","I see my girlfriend, see my roomate and his girlfriend, go to the gym, go to classes, occasionally see my family, cook food, drink protein shakes, shower and wear nice clothes, buy groceries, drink lots of water, occasionally play a sport or two in the field, watch youtube on my computer","2","5","4","4","5","7","6","4","3","8","2","6","2","2","5","4","1","2","6","7","3","6","2","5","1","3","7","3","lazy,conventional,passive,organized,kind,artistic,aloof,sympathetic,trustful,balanced,polite,reliable,blue,relaxed,tidy,carefree,thoughtless,traditional,suspicious,assertive,irritable,nervous,sociable,active,diligent,curious,enthusiastic,subordinate","subordinate","28","I don't know what it means"
"ix1uXRg1Lm9jYA19Bb1-TgIPIUZE_kME4q7b14HnCoLAmy3DTL7zVHJqmPAkh7Z0","983","15","2024-07-08 20:45:50","2024-07-08 20:54:18","2024-07-08 20:54:18","","I was at Allard Library. I was working on my AMS Peer Support Application. I was with my friend who is working on developing a project for her honours thesis. ","1","10","10","1","1","8","6","1","1","6","1","7","7","1","6","6","1","6","10","10","1","10","1","6","1","6","6","1","In a typical week I go to my lab shifts on Tuesdays and Thursdays in the mornings. I interact with my coworkers, families, and infants. In the evening on Tuesdays and Thursdays I attend my PSYC 304 lectures from 6:00 pm - 9:00 pm. I don't interact with anyone there. Outside of Tuesdays and Thursdays I will study by myself or with a friend at Woodward Library or Allard Library. ","7","10","10","5","5","10","10","7","4","10","1","10","10","1","10","10","1","10","10","10","4","10","1","10","7","10","6","5","sociable,enthusiastic,passive,balanced,aloof,tidy,conventional,lazy,diligent,subordinate,blue,trustful,polite,nervous,sympathetic,traditional,thoughtless,reliable,curious,organized,kind,relaxed,assertive,active,artistic,irritable,suspicious,carefree","conventional,traditional","7, 16","It's not that I don't understand what those words mean, I just don't know how or why they are relevant in the context of describing what I am feeling."
"Q8weW6WLNpH-3Q3tIeKEJAi5REeuNBzUGq2hXmInSD41UvvpdU_dndN12S4Mce84","992","15","2024-07-08 22:28:21","2024-07-08 22:32:27","2024-07-08 22:32:27","","Driving to campus","3","5","1","1","8","9","1","10","9","1","1","3","5","1","8","2","1","8","8","5","4","9","1","9","1","4","8","1","I have class monday/wednesday, I work on Friday and I spend the weekends with my long-term partner","8","2","2","8","8","2","6","5","3","5","3","3","8","2","8","8","5","5","6","5","2","6","1","9","10","7","4","2","organized,active,irritable,artistic,carefree,conventional,thoughtless,sympathetic,suspicious,blue,tidy,trustful,subordinate,enthusiastic,lazy,aloof,sociable,assertive,traditional,diligent,polite,kind,reliable,relaxed,curious,balanced,passive,nervous","","",""
"pKE44pbsEHzIXqm89dwLfMOzhheJ5QGATjB56vMoWOQOozYcLXqyKkwEWHm8Qsdl","999","15","2024-07-08 23:19:56","2024-07-08 23:26:26","2024-07-08 23:26:26","","I was reorganizing my bathroom with my mom and I was throwing away stuff I didnt need or makeup that was expired. ","1","8","3","1","1","7","6","7","4","3","1","6","5","1","8","7","1","8","10","10","3","10","1","9","7","2","6","5","I go to school and go to class then I come home and I hang out with my partner and do homework and occassionally I see my friends in class or go out with them","6","4","2","6","6","7","5","7","6","3","5","4","7","5","8","6","2","7","7","4","3","8","3","8","5","3","7","5","trustful,tidy,sociable,relaxed,organized,polite,irritable,sympathetic,reliable,nervous,diligent,thoughtless,balanced,carefree,suspicious,active,conventional,subordinate,aloof,kind,passive,lazy,assertive,traditional,curious,blue,enthusiastic,artistic","conventional,traditional","17, 24","I understand what these words mean in the traditional sense - I am not fully sure what they mean in this survey. I assumed they mean roughly similar to someone in my peer group or what people wouls suspect. "
"jhlK7J95bsR-iCZaAKKV9D9tuE8-avqC53iJLGFE5i8b7qWjmUU_u4dRnY3_wfFZ","1005","15","2024-07-09 00:59:17","2024-07-09 01:09:06","2024-07-09 01:09:06","","I was at home, alone, and trying to download a software for my stats class. I was sitting in my living room, infront of the AC unit and playing Modern Family as I was downloading the software. ","5","3","1","6","6","4","1","3","7","4","2","1","1","4","1","6","1","6","7","4","3","5","1","6","1","6","4","2","Throughout my week, I go to school twice, where I attend class. I transit to school. I try to hang out with a friends at least once a week. I spend a lot of my time at home, either studying or cleaning. I talk to my family or watch TV in my spare time.  ","6","4","2","7","3","5","5","7","4","3","3","6","6","2","5","5","1","7","7","7","3","7","1","8","3","6","5","5","sociable,conventional,assertive,nervous,reliable,carefree,enthusiastic,subordinate,lazy,tidy,balanced,blue,artistic,trustful,polite,sympathetic,kind,thoughtless,relaxed,suspicious,organized,passive,diligent,irritable,curious,active,traditional,aloof","blue,diligent","12, 23","I was unsure of I knew the correct meanings of the words. I have an idea of what they mean, but wasn't 100% sure of their meaning."
"HHaq-tPpos-DM-4-yvYqbGbsdhrl7NK9vg1aD1xtyWxZJrWiza6x-x_pHWtEsKa7","1011","15","2024-07-09 01:35:48","2024-07-09 01:40:27","2024-07-09 01:40:27","","I was in my class, attending lecture, we were watching a movie in the lecture and doing a critical analysis discussion.","10","8","7","1","3","9","1","1","9","3","2","9","7","6","9","9","2","9","3","2","10","1","8","5","1","9","8","6","I went to Gurudwara, movie and grocery shopping.","7","5","7","5","5","9","7","8","9","8","8","9","5","6","9","8","9","9","8","5","7","8","8","8","6","7","7","5","assertive,polite,lazy,passive,active,artistic,balanced,thoughtless,conventional,sociable,reliable,diligent,carefree,curious,subordinate,enthusiastic,relaxed,nervous,suspicious,blue,traditional,tidy,trustful,sympathetic,irritable,aloof,kind,organized","","",""
"bcEacxjSKz25wskgCt642aFxqip4aj5coVK-2nwlPkOdmVeLQF8wA7TgTCD77E5O","1017","15","2024-07-09 04:32:59","2024-07-09 05:40:43","2024-07-09 05:40:43","","An hour ago, I was having a driving lesson with my instructor. We practiced for an hour, and then he went to the dentist. I waited for him for half an hour and then we drove to the pharmacy to get the medicine. Finally, I drove back to where I was living.","2","10","5","3","1","8","10","5","3","4","1","10","9","7","8","10","1","10","10","8","3","8","2","10","7","4","3","8","I usually wake up at 9:00 in the morning. I have driving lessons on Mondays and Wednesdays. Then I have a psychology class on Tuesdays and Thursdays from 1:00 to 4:00. I will take classes with my friends. If there is any problem, I will talk to the teacher. I will have dinner with my best friend Cindy one day this week.","3","10","8","3","1","5","6","5","4","10","1","10","8","6","9","9","2","10","10","9","4","10","1","10","9","8","7","4","active,reliable,assertive,aloof,suspicious,sociable,traditional,subordinate,carefree,conventional,polite,curious,relaxed,lazy,diligent,passive,tidy,trustful,organized,balanced,sympathetic,enthusiastic,kind,artistic,nervous,irritable,thoughtless,blue","aloof,subordinate,passive,thoughtless,blue","4, 8, 16, 27, 28","I guess what the word means."
"HwiOo_VB0gbtnD6c6IFE1VFp0wz4MO0uc2sb2GCriayS8_ZAiGDluJTZrh24VAQ8","1020","15","2024-07-09 05:35:52","2024-07-09 05:42:08","2024-07-09 05:42:08","","one hour ago, I am having my breakfast with my mom at home. We had a cheesecake we brought from Japan and we all love it. ","1","10","4","2","6","5","9","5","7","7","2","3","9","4","9","9","1","9","8","3","6","2","8","10","9","6","6","5","I normally just stay at home and hang out with my roommate. We visit friends together and ride her dog. ","1","8","4","1","4","6","10","5","7","8","4","8","5","4","9","8","2","8","6","2","4","3","2","6","4","8","5","1","suspicious,assertive,lazy,sociable,artistic,nervous,tidy,traditional,kind,reliable,sympathetic,organized,relaxed,passive,enthusiastic,diligent,irritable,thoughtless,balanced,curious,subordinate,blue,polite,carefree,conventional,active,aloof,trustful","assertive,artistic,enthusiastic,aloof","2, 5, 15, 27","Just unfamiliar with those words."
"fGDbpOfckpvTaW5o9fC4zoghc47gWtdOKta3YY4T0inQQPCNWY0y5s9SSqsCf1Js","1027","15","2024-07-09 05:53:13","2024-07-09 06:10:38","2024-07-09 06:10:38","","An hour ago, I was going to subway station with my uncle. The day is hot and I was walking around in the station and wait for my drive.","7","6","7","3","4","7","5","6","7","4","6","6","5","5","6","7","4","9","3","5","3","4","2","8","2","5","5","5","I went to travel few cities, for example, Hangzhou, Shanghai, Wenzhou, Xiamen and Korea. I walked around at the street and went to many tourist attractions. I saw the sunset and sea at Xiamen, it was very pretty but it was really hot there. There were people everywhere from 6am in the morning until 11pm.","7","7","7","7","7","4","2","8","6","7","8","5","5","6","8","6","2","7","6","8","4","6","9","8","7","6","6","5","balanced,subordinate,artistic,trustful,reliable,sympathetic,passive,nervous,thoughtless,carefree,lazy,suspicious,relaxed,enthusiastic,tidy,curious,active,irritable,organized,aloof,sociable,diligent,conventional,polite,assertive,traditional,kind,blue","subordinate,sympathetic,enthusiastic,irritable,diligent,assertive","2, 6, 14, 18, 22, 25","a bit hard to understand and link them together"
"eI96meblBXr5MxdPAbAaoJXz4BV47ciYYKMczDkcBrboQ82umprN1HqLKDnH9uUY","1039","15","2024-07-09 08:25:44","2024-07-09 08:44:53","2024-07-09 08:44:53","","I was having supper with my friend. We ordered in from this Lebanese place and got cauliflower and halloumi cheese with some sides. We ate at her place.","5","8","9","1","1","9","9","3","6","4","5","7","7","5","9","10","1","8","6","8","5","4","2","7","1","8","9","2","Typically within a week I will be taking my classes for school, as well as attend a recreational dance class. I do these both through the university I go to. When I am not taking courses, I am working or hanging out with my friends. ","8","6","4","4","3","5","4","2","3","5","4","3","6","3","7","9","4","4","7","9","5","6","3","8","1","5","2","2","nervous,artistic,aloof,assertive,sociable,suspicious,trustful,irritable,relaxed,diligent,conventional,traditional,enthusiastic,active,passive,subordinate,carefree,balanced,organized,sympathetic,kind,polite,lazy,blue,thoughtless,tidy,curious,reliable","aloof,traditional,balanced","3, 12, 18","It is difficult for me to describe what someone who is traditional and balanced would be. For traditional I was unsure if the  wanted meaning would be traditional in the sense of like a conservative way or being traditional as in having habits or traditions that one does weekly. The same thing applied to balanced as I was unsure what meaning was intended as there are multiple ways to be balanced. "
"CzmD7OtaAUXB7SgvimI0tffn8b9fNDp8ytvnieuc5sLEA4VLP-LOdvRxwezV3yPn","1049","15","2024-07-09 19:42:59","2024-07-09 19:49:18","2024-07-09 19:49:18","","I was drinking coffee and sitting at my computer. No other details are particularly relevant.","1","10","8","1","1","5","1","1","1","3","6","1","1","5","5","5","1","5","5","5","5","4","2","5","1","2","10","5","I usually do lots of work on my computer. This includes schoolwork, paid work, and work relating to a university club of which I am a part. I interact with people that have to do with any of these settings: professors, classmates, co-workers, fellow clubmates, etc.","10","10","10","10","10","10","10","10","10","1","10","10","10","5","7","10","5","10","1","1","5","5","5","6","1","1","10","5","assertive,reliable,sociable,suspicious,conventional,artistic,balanced,passive,lazy,diligent,subordinate,thoughtless,active,nervous,kind,enthusiastic,polite,tidy,sympathetic,irritable,blue,aloof,trustful,traditional,organized,relaxed,curious,carefree","traditional,curious","24, 27","I understand the meaning of each word, but in this context, they're a bit vague... Traditional in what way? Curious how? It doesn't make sense to me to apply these to social situations."
"u0LVO5PBfDijnenpIe3SQkSmLmNZYjTb5RX8Clzq5ouNjwlJozmLr_9XZvFTGIKv","1055","15","2024-07-09 21:33:59","2024-07-09 21:40:03","2024-07-09 21:40:03","","I was laying in bed with my boyfriend talking and hanging out. He was just waking up and I was spending time with him. ","2","7","7","2","3","6","7","5","5","3","6","7","5","3","6","5","2","6","4","3","7","4","5","6","4","4","5","5","I work from home 9-5 and also take online classes so I spend a lot of time at home with my boyfriend. I go grocery shopping and cook food, go on walks, and sometimes go out to eat or watch a movie.","6","7","8","7","9","8","8","5","3","8","5","7","4","6","7","6","2","4","7","8","8","4","6","4","5","6","2","3","sympathetic,lazy,diligent,active,carefree,polite,enthusiastic,relaxed,subordinate,blue,sociable,reliable,passive,balanced,artistic,traditional,suspicious,thoughtless,assertive,aloof,curious,nervous,organized,tidy,kind,conventional,trustful,irritable","diligent,subordinate,aloof","3, 9, 20","I have heard these words before but I would probably not be able to provide an accurate definition "
